station,date,glorad
606900,31/07/2020,22
606900,01/08/2020,23
606900,02/08/2020,13.4
606900,03/08/2020,20.1
606900,04/08/2020,20.5
606900,05/08/2020,6.9
606900,06/08/2020,16.4
606900,07/08/2020,22.8
606900,08/08/2020,20
606900,09/08/2020,19.7
606900,10/08/2020,20.8
606900,11/08/2020,20.9
606900,12/08/2020,22.6
606900,13/08/2020,23.7
606900,14/08/2020,22.8
606900,15/08/2020,21.7
606900,16/08/2020,21.7
606900,17/08/2020,22.7
606900,18/08/2020,13.4
606900,19/08/2020,16.4
606900,20/08/2020,4.4
606900,21/08/2020,11.4
606900,22/08/2020,17.6
606900,23/08/2020,14.9
606900,24/08/2020,13.6
606900,25/08/2020,17.7
606900,26/08/2020,10.6
606900,27/08/2020,9.4
606900,28/08/2020,6.4
606900,29/08/2020,7.4
606900,30/08/2020,14.8
606900,31/08/2020,19.6
606900,01/09/2020,18.3
606900,02/09/2020,17.8
606900,03/09/2020,8.4
606900,04/09/2020,13.1
606900,05/09/2020,14.5
606900,06/09/2020,13.1
606900,07/09/2020,12.2
606900,08/09/2020,15.4
606900,09/09/2020,9.1
606900,10/09/2020,14.2
606900,11/09/2020,6.7
606900,12/09/2020,6.1
606900,13/09/2020,3.5
606900,14/09/2020,15.1
606900,15/09/2020,12.6
606900,16/09/2020,10.9
606900,17/09/2020,15.6
606900,18/09/2020,15.5
606900,19/09/2020,10.2
606900,20/09/2020,7.5
606900,21/09/2020,9.3
606900,22/09/2020,11.5
606900,23/09/2020,8.6
606900,24/09/2020,11.5
606900,25/09/2020,3.1
606900,26/09/2020,3.2
606900,27/09/2020,9.3
606900,28/09/2020,2.5
606900,29/09/2020,4.3
606900,30/09/2020,5.7
606900,01/10/2020,4.9
606900,02/10/2020,3
606900,03/10/2020,2.9
606900,04/10/2020,4.6
606900,05/10/2020,8.6
606900,06/10/2020,4.6
606900,07/10/2020,4.7
606900,08/10/2020,3.1
606900,09/10/2020,5.2
606900,10/10/2020,8.4
606900,11/10/2020,8
606900,12/10/2020,5.1
606900,13/10/2020,6.3
606900,14/10/2020,7
606900,15/10/2020,7.2
606900,16/10/2020,8.1
606900,17/10/2020,7.1
606900,18/10/2020,7.9
606900,19/10/2020,7.4
606900,20/10/2020,2.2
606900,21/10/2020,1.9
606900,22/10/2020,3.7
606900,23/10/2020,4.5
606900,24/10/2020,4.9
606900,25/10/2020,1.7
606900,26/10/2020,2.3
606900,27/10/2020,5.2
606900,28/10/2020,5.5
606900,29/10/2020,5.4
606900,30/10/2020,1.8
606900,31/10/2020,3.9
606900,01/11/2020,2.8
606900,02/11/2020,1.5
606900,03/11/2020,4.5
606900,04/11/2020,4.9
606900,05/11/2020,1.3
606900,06/11/2020,4.3
606900,07/11/2020,1.8
606900,08/11/2020,4.6
606900,09/11/2020,1.4
606900,10/11/2020,1.1
606900,11/11/2020,0.5
606900,12/11/2020,0.8
606900,13/11/2020,3.3
606900,14/11/2020,2.4
606900,15/11/2020,2.7
606900,16/11/2020,2.7
606900,17/11/2020,0.8
606900,18/11/2020,1.3
606900,19/11/2020,3.1
606900,20/11/2020,3.1
606900,21/11/2020,0.8
606900,22/11/2020,2.5
606900,23/11/2020,2.3
606900,24/11/2020,0.4
606900,25/11/2020,0.9
606900,26/11/2020,2.3
606900,27/11/2020,2.8
606900,28/11/2020,1.7
606900,29/11/2020,0.4
606900,30/11/2020,0.7
606900,01/12/2020,0.5
606900,02/12/2020,0.4
606900,03/12/2020,0.6
606900,04/12/2020,0.8
606900,05/12/2020,0.4
606900,06/12/2020,0.5
606900,07/12/2020,0.4
606900,08/12/2020,0.9
606900,09/12/2020,0.6
606900,10/12/2020,0.2
606900,11/12/2020,0.2
606900,12/12/2020,0.2
606900,13/12/2020,0.6
606900,14/12/2020,0.3
606900,15/12/2020,0.4
606900,16/12/2020,0.8
606900,17/12/2020,0.5
606900,18/12/2020,0.8
606900,19/12/2020,2
606900,20/12/2020,0.7
606900,21/12/2020,1.5
606900,22/12/2020,0.9
606900,23/12/2020,1.1
606900,24/12/2020,1.6
606900,25/12/2020,2.2
606900,26/12/2020,0.7
606900,27/12/2020,0.5
606900,28/12/2020,0.4
606900,29/12/2020,0.2
606900,30/12/2020,0.6
606900,31/12/2020,0.5
606900,01/01/2021,1.1
606900,02/01/2021,1.1
606900,03/01/2021,0.9
606900,04/01/2021,0.5
606900,05/01/2021,0.7
606900,06/01/2021,0.4
606900,07/01/2021,0.4
606900,08/01/2021,0.8
606900,09/01/2021,0.8
606900,10/01/2021,1.6
606900,11/01/2021,1.1
606900,12/01/2021,2.1
606900,13/01/2021,1
606900,14/01/2021,0.6
606900,15/01/2021,1.2
606900,16/01/2021,4.2
606900,17/01/2021,2.6
606900,18/01/2021,1.1
606900,19/01/2021,0.9
606900,20/01/2021,0.6
606900,21/01/2021,2
606900,22/01/2021,2.1
606900,23/01/2021,1.7
606900,24/01/2021,1.5
606900,25/01/2021,1.7
606900,26/01/2021,2.3
606900,27/01/2021,1.3
606900,28/01/2021,5.4
606900,29/01/2021,2.4
606900,30/01/2021,3.4
606900,31/01/2021,5.7
606900,01/02/2021,5.4
606900,02/02/2021,3.6
606900,03/02/2021,1.7
606900,04/02/2021,2.3
606900,05/02/2021,3.4
606900,06/02/2021,6.1
606900,07/02/2021,2.9
606900,08/02/2021,3.2
606900,09/02/2021,2.5
606900,10/02/2021,6.9
606900,11/02/2021,5.1
606900,12/02/2021,8.8
606900,13/02/2021,8.5
606900,14/02/2021,7.8
606900,15/02/2021,2
606900,16/02/2021,2.9
606900,17/02/2021,2.3
606900,18/02/2021,2.2
606900,19/02/2021,6.3
606900,20/02/2021,4.4
606900,21/02/2021,6.3
606900,22/02/2021,6.9
606900,23/02/2021,2.3
606900,24/02/2021,2.6
606900,25/02/2021,4.8
606900,26/02/2021,4.5
606900,27/02/2021,8.7
606900,28/02/2021,8.9
606900,01/03/2021,5
606900,02/03/2021,11.2
606900,03/03/2021,6.8
606900,04/03/2021,11.9
606900,05/03/2021,12.2
606900,06/03/2021,5.9
606900,07/03/2021,11.4
606900,08/03/2021,13
606900,09/03/2021,13.6
606900,10/03/2021,6.2
606900,11/03/2021,2.4
606900,12/03/2021,5.8
606900,13/03/2021,3.1
606900,14/03/2021,8.6
606900,15/03/2021,6.3
606900,16/03/2021,13.2
606900,17/03/2021,8
606900,18/03/2021,11.9
606900,19/03/2021,12.7
606900,20/03/2021,4.7
606900,21/03/2021,13.4
606900,22/03/2021,6.2
606900,23/03/2021,8.2
606900,24/03/2021,9
606900,25/03/2021,12.9
606900,26/03/2021,6.9
606900,27/03/2021,8.1
606900,28/03/2021,3.5
606900,29/03/2021,2.8
606900,30/03/2021,16.3
606900,31/03/2021,10.2
606900,01/04/2021,17.5
606900,02/04/2021,15.7
606900,03/04/2021,17.7
606900,04/04/2021,6.4
606900,05/04/2021,11.5
606900,06/04/2021,16.2
606900,07/04/2021,12.3
606900,08/04/2021,8.9
606900,09/04/2021,14.8
606900,10/04/2021,16.3
606900,11/04/2021,3.7
606900,12/04/2021,15.8
606900,13/04/2021,16.8
606900,14/04/2021,17.9
606900,15/04/2021,15.8
606900,16/04/2021,18.6
606900,17/04/2021,16.7
606900,18/04/2021,20.9
606900,19/04/2021,21.7
606900,20/04/2021,22.7
606900,21/04/2021,19.5
606900,22/04/2021,23.9
606900,23/04/2021,16.3
606900,24/04/2021,23
606900,25/04/2021,23.6
606900,26/04/2021,17.7
606900,27/04/2021,23.1
606900,28/04/2021,15.7
606900,29/04/2021,18.4
606900,30/04/2021,4.2
606900,01/05/2021,12.9
606900,02/05/2021,18.2
606900,03/05/2021,16.4
606900,04/05/2021,5.8
606900,05/05/2021,8.5
606900,06/05/2021,10.9
606900,07/05/2021,15.8
606900,08/05/2021,20.6
606900,09/05/2021,18.6
606900,10/05/2021,15
606900,11/05/2021,8.6
606900,12/05/2021,4.5
606900,13/05/2021,11.5
606900,14/05/2021,9.3
606900,15/05/2021,7.6
606900,16/05/2021,6.7
606900,17/05/2021,11.2
606900,18/05/2021,16.1
606900,19/05/2021,12.2
606900,20/05/2021,20
606900,21/05/2021,15.2
606900,22/05/2021,10.8
606900,23/05/2021,8.6
606900,24/05/2021,8.5
606900,25/05/2021,7.2
606900,26/05/2021,6
606900,27/05/2021,15.3
606900,28/05/2021,23.9
606900,29/05/2021,27.8
606900,30/05/2021,28.8
606900,31/05/2021,28.9
606900,01/06/2021,20.7
606900,02/06/2021,21.2
606900,03/06/2021,13.7
606900,04/06/2021,24.9
606900,05/06/2021,27.4
606900,06/06/2021,20
606900,07/06/2021,20.9
606900,08/06/2021,28.3
606900,09/06/2021,28.4
606900,10/06/2021,25.5
606900,11/06/2021,14.4
606900,12/06/2021,22.5
606900,13/06/2021,29
606900,14/06/2021,15
606900,15/06/2021,26.1
606900,16/06/2021,29.8
606900,17/06/2021,24.7
606900,18/06/2021,14.5
606900,19/06/2021,20.5
606900,20/06/2021,12
606900,21/06/2021,10.9
606900,22/06/2021,18.4
606900,23/06/2021,17.9
606900,24/06/2021,28.5
606900,25/06/2021,14.5
606900,26/06/2021,8.3
606900,27/06/2021,21.7
606900,28/06/2021,30.2
606900,29/06/2021,21
606900,30/06/2021,18.1
606900,01/07/2021,24.8
606900,02/07/2021,9.3
606900,03/07/2021,6
606900,04/07/2021,19.1
606900,05/07/2021,16.5
606900,06/07/2021,12.6
606900,07/07/2021,25.2
606900,08/07/2021,20.8
606900,09/07/2021,17.6
606900,10/07/2021,15.6
606900,11/07/2021,20.2
606900,12/07/2021,24.5
606900,13/07/2021,23
606900,14/07/2021,25.4
606900,15/07/2021,25.9
606900,16/07/2021,27.7
606900,17/07/2021,27.7
606900,18/07/2021,17.9
606900,19/07/2021,25.9
606900,20/07/2021,15.6
606900,21/07/2021,11.4
606900,22/07/2021,19
606900,23/07/2021,21.5
606900,24/07/2021,25.7
606900,25/07/2021,10.3
606900,26/07/2021,16.5
606900,27/07/2021,18.1
606900,28/07/2021,15.4
606900,29/07/2021,14.1
606900,30/07/2021,16.5
606900,31/07/2021,14.9
606900,01/08/2021,16.2
606900,02/08/2021,21.3
606900,03/08/2021,21.7
606900,04/08/2021,14.3
606900,05/08/2021,14.8
606900,06/08/2021,20.5
606900,07/08/2021,7.5
606900,08/08/2021,11.7
606900,09/08/2021,14.8
606900,10/08/2021,11.3
606900,11/08/2021,18.1
606900,12/08/2021,13.1
606900,13/08/2021,13
606900,14/08/2021,15.6
606900,15/08/2021,13.2
606900,16/08/2021,6.8
606900,17/08/2021,19.4
606900,18/08/2021,7.1
606900,19/08/2021,17
606900,20/08/2021,14.3
606900,21/08/2021,14.8
606900,22/08/2021,18.3
606900,23/08/2021,21.1
606900,24/08/2021,19.8
606900,25/08/2021,11.9
606900,26/08/2021,6.6
606900,27/08/2021,4.3
606900,28/08/2021,8.7
606900,29/08/2021,12.5
606900,30/08/2021,19.7
606900,31/08/2021,19
606900,01/09/2021,17.9
606900,02/09/2021,14.5
606900,03/09/2021,18.6
606900,04/09/2021,18.8
606900,05/09/2021,18.9
606900,06/09/2021,9.9
606900,07/09/2021,9.8
606900,08/09/2021,15.7
606900,09/09/2021,16.4
606900,10/09/2021,7.3
606900,11/09/2021,6.9
606900,12/09/2021,7.8
606900,13/09/2021,6.2
606900,14/09/2021,12
606900,15/09/2021,3.2
606900,16/09/2021,4
606900,17/09/2021,3.9
606900,18/09/2021,4.5
606900,19/09/2021,4.9
606900,20/09/2021,7.8
606900,21/09/2021,7.5
606900,22/09/2021,13.6
606900,23/09/2021,5.7
606900,24/09/2021,4.4
606900,25/09/2021,12.4
606900,26/09/2021,10.1
606900,27/09/2021,2.2
606900,28/09/2021,11.9
606900,29/09/2021,6.9
606900,30/09/2021,6.5
606900,01/10/2021,2.7
606900,02/10/2021,5.4
606900,03/10/2021,1.8
606900,04/10/2021,3.6
606900,05/10/2021,6.5
606900,06/10/2021,6.9
606900,07/10/2021,9.7
606900,08/10/2021,10.3
606900,09/10/2021,6.1
606900,10/10/2021,7
606900,11/10/2021,7.6
606900,12/10/2021,10.5
606900,13/10/2021,6.2
606900,14/10/2021,4.6
606900,15/10/2021,8.4
606900,16/10/2021,6.4
606900,17/10/2021,5.5
606900,18/10/2021,2
606900,19/10/2021,1.5
606900,20/10/2021,2.2
606900,21/10/2021,5.9
606900,22/10/2021,7
606900,23/10/2021,6.4
606900,24/10/2021,2.7
606900,25/10/2021,3.2
606900,26/10/2021,5.9
606900,27/10/2021,0.8
606900,28/10/2021,4
606900,29/10/2021,6.2
606900,30/10/2021,2.6
606900,31/10/2021,4.3
606900,01/11/2021,3
606900,02/11/2021,4.3
606900,03/11/2021,5.2
606900,04/11/2021,2.9
606900,05/11/2021,4.5
606900,06/11/2021,1.5
606900,07/11/2021,3
606900,08/11/2021,1.8
606900,09/11/2021,0.8
606900,10/11/2021,2.3
606900,11/11/2021,2.4
606900,12/11/2021,1.1
606900,13/11/2021,1.1
606900,14/11/2021,0.7
606900,15/11/2021,0.6
606900,16/11/2021,0.4
606900,17/11/2021,2
606900,18/11/2021,0.9
606900,19/11/2021,1.9
606900,20/11/2021,0.8
606900,21/11/2021,2.4
606900,22/11/2021,3.3
606900,23/11/2021,2.5
606900,24/11/2021,1.7
606900,25/11/2021,2.5
606900,26/11/2021,2.2
606900,27/11/2021,1.3
606900,28/11/2021,0.9
606900,29/11/2021,2.2
606900,30/11/2021,2.3
606900,01/12/2021,0.7
606900,02/12/2021,2.6
606900,03/12/2021,0.9
606900,04/12/2021,0.9
606900,05/12/2021,0.6
606900,06/12/2021,1.4
606900,07/12/2021,1
606900,08/12/2021,0.5
606900,09/12/2021,0.7
606900,10/12/2021,0.6
606900,11/12/2021,0.9
606900,12/12/2021,0.7
606900,13/12/2021,0.9
606900,14/12/2021,1.6
606900,15/12/2021,0.8
606900,16/12/2021,2.2
606900,17/12/2021,0.6
606900,18/12/2021,2
606900,19/12/2021,2.2
606900,20/12/2021,2.2
606900,21/12/2021,0.9
606900,22/12/2021,0.9
606900,23/12/2021,0.5
606900,24/12/2021,1.2
606900,25/12/2021,2.1
606900,26/12/2021,3
606900,27/12/2021,3
606900,28/12/2021,0.5
606900,29/12/2021,1.1
606900,30/12/2021,1.5
606900,31/12/2021,1.2
606900,01/01/2022,0.9
606900,02/01/2022,0.5
606900,03/01/2022,0.8
606900,04/01/2022,2
606900,05/01/2022,1.2
606900,06/01/2022,3.3
606900,07/01/2022,1.5
606900,08/01/2022,1.5
606900,09/01/2022,1.1
606900,10/01/2022,1.2
606900,11/01/2022,1
606900,12/01/2022,1.5
606900,13/01/2022,2
606900,14/01/2022,3
606900,15/01/2022,2
606900,16/01/2022,1
606900,17/01/2022,3.5
606900,18/01/2022,1.7
606900,19/01/2022,0.4
606900,20/01/2022,3.9
606900,21/01/2022,2.2
606900,22/01/2022,1.3
606900,23/01/2022,1.5
606900,24/01/2022,0.5
606900,25/01/2022,3.8
606900,26/01/2022,1.5
606900,27/01/2022,2.4
606900,28/01/2022,4.4
606900,29/01/2022,1
606900,30/01/2022,5
606900,31/01/2022,2.9
606900,01/02/2022,1.7
606900,02/02/2022,4.5
606900,03/02/2022,1.3
606900,04/02/2022,1.2
606900,05/02/2022,3.8
606900,06/02/2022,3.6
606900,07/02/2022,3.6
606900,08/02/2022,4.7
606900,09/02/2022,3.3
606900,10/02/2022,4.7
606900,11/02/2022,6.7
606900,12/02/2022,3.9
606900,13/02/2022,1.2
606900,14/02/2022,1.1
606900,15/02/2022,4.7
606900,16/02/2022,1.3
606900,17/02/2022,4.2
606900,18/02/2022,1.6
606900,19/02/2022,5.1
606900,20/02/2022,2.1
606900,21/02/2022,5.5
606900,22/02/2022,4.2
606900,23/02/2022,7
606900,24/02/2022,2.8
606900,25/02/2022,6.7
606900,26/02/2022,10.5
606900,27/02/2022,10.9
606900,28/02/2022,11
606900,01/03/2022,3.2
606900,02/03/2022,11.5
606900,03/03/2022,11.9
606900,04/03/2022,11.9
606900,05/03/2022,12.6
606900,06/03/2022,12.6
606900,07/03/2022,12.8
606900,08/03/2022,10.8
606900,09/03/2022,9.1
606900,10/03/2022,10.9
606900,11/03/2022,13.9
606900,12/03/2022,13.4
606900,13/03/2022,13.8
606900,14/03/2022,13
606900,15/03/2022,11.2
606900,16/03/2022,11.6
606900,17/03/2022,1.8
606900,18/03/2022,14.8
606900,19/03/2022,15.1
606900,20/03/2022,15.5
606900,21/03/2022,13.8
606900,22/03/2022,15.1
606900,23/03/2022,15.5
606900,24/03/2022,15.6
606900,25/03/2022,16.1
606900,26/03/2022,15.8
606900,27/03/2022,11.9
606900,28/03/2022,10.1
606900,29/03/2022,16.1
606900,30/03/2022,18
606900,31/03/2022,15.8
606900,01/04/2022,13.3
606900,02/04/2022,14.9
606900,03/04/2022,12.5
606900,04/04/2022,5.5
606900,05/04/2022,16.3
606900,06/04/2022,6.2
606900,07/04/2022,10.6
606900,08/04/2022,15.1
606900,09/04/2022,14.6
606900,10/04/2022,16.4
606900,11/04/2022,20.4
606900,12/04/2022,14.4
606900,13/04/2022,12.3
606900,14/04/2022,3
606900,15/04/2022,5.2
606900,16/04/2022,20.7
606900,17/04/2022,22.4
606900,18/04/2022,22.6
606900,19/04/2022,21.4
606900,20/04/2022,22.6
606900,21/04/2022,23.3
606900,22/04/2022,23.6
606900,23/04/2022,23.7
606900,24/04/2022,20.3
606900,25/04/2022,23.5
606900,26/04/2022,18.1
606900,27/04/2022,16.1
606900,28/04/2022,25.1
606900,29/04/2022,22.1
606900,30/04/2022,22.3
606900,01/05/2022,12.6
606900,02/05/2022,20.1
606900,03/05/2022,24.3
606900,04/05/2022,17.7
606900,05/05/2022,10.4
606900,06/05/2022,13
606900,07/05/2022,24.3
606900,08/05/2022,26.7
606900,09/05/2022,26
606900,10/05/2022,5.8
606900,11/05/2022,9.7
606900,12/05/2022,18.6
606900,13/05/2022,12.5
606900,14/05/2022,22
606900,15/05/2022,23.7
606900,16/05/2022,12
606900,17/05/2022,25.2
606900,18/05/2022,22.4
606900,19/05/2022,13.7
606900,20/05/2022,18.5
606900,21/05/2022,12.4
606900,22/05/2022,21
606900,23/05/2022,26.3
606900,24/05/2022,9.4
606900,25/05/2022,20.2
606900,26/05/2022,20.4
606900,27/05/2022,22.9
606900,28/05/2022,26.6
606900,29/05/2022,27
606900,30/05/2022,11.9
606900,31/05/2022,16.7
606900,01/06/2022,16.8
606900,02/06/2022,5.7
606900,03/06/2022,7.9
606900,04/06/2022,26.6
606900,05/06/2022,25.4
606900,06/06/2022,8.3
606900,07/06/2022,9.2
606900,08/06/2022,17.2
606900,09/06/2022,10.9
606900,10/06/2022,15.6
606900,11/06/2022,25.4
606900,12/06/2022,19.6
606900,13/06/2022,24.1
606900,14/06/2022,19.3
606900,15/06/2022,21.7
606900,16/06/2022,31.2
606900,17/06/2022,13.3
606900,18/06/2022,22.9
606900,19/06/2022,18.6
606900,20/06/2022,16.1
606900,21/06/2022,28.3
606900,22/06/2022,17.9
606900,23/06/2022,20.9
606900,24/06/2022,30
606900,25/06/2022,24.1
606900,26/06/2022,18.3
606900,27/06/2022,3.7
606900,28/06/2022,23.3
606900,29/06/2022,25.9
606900,30/06/2022,26.3
606900,01/07/2022,9.9
606900,02/07/2022,25.4
606900,03/07/2022,21.3
606900,04/07/2022,17
606900,05/07/2022,21.3
606900,06/07/2022,22.2
606900,07/07/2022,21.3
606900,08/07/2022,23.2
606900,09/07/2022,19.6
606900,10/07/2022,27.8
606900,11/07/2022,29.1
606900,12/07/2022,20.4
606900,13/07/2022,25.2
606900,14/07/2022,20.3
606900,15/07/2022,21
606900,16/07/2022,27.5
606900,17/07/2022,19.7
606900,18/07/2022,14.4
606900,19/07/2022,25.3
606900,20/07/2022,25.7
606900,21/07/2022,18.1
606900,22/07/2022,8.1
606900,23/07/2022,5.2
606900,24/07/2022,13
606900,25/07/2022,9.2
606900,26/07/2022,17.1
606900,27/07/2022,17.5
606900,28/07/2022,22.8
606900,29/07/2022,25.5
606900,30/07/2022,16.4
606900,31/07/2022,8
606900,01/08/2022,27.4
606900,02/08/2022,7.9
606900,03/08/2022,13.2
606900,04/08/2022,12
606900,05/08/2022,20.1
606900,06/08/2022,18.8
606900,07/08/2022,7.9
606900,08/08/2022,19.5
606900,09/08/2022,16.6
606900,10/08/2022,22.5
606900,11/08/2022,23.2
606900,12/08/2022,22.8
606900,13/08/2022,22.4
606900,14/08/2022,20.4
606900,15/08/2022,18.8
606900,16/08/2022,12.6
606900,17/08/2022,17
606900,18/08/2022,7.8
606900,19/08/2022,17
606900,20/08/2022,17.4
606900,21/08/2022,14.6
606900,22/08/2022,17.1
606900,23/08/2022,17.6
606900,24/08/2022,17.5
606900,25/08/2022,20.8
606900,26/08/2022,6.4
606900,27/08/2022,14.8
606900,28/08/2022,12.1
606900,29/08/2022,19.8
606900,30/08/2022,18.9
606900,31/08/2022,16.6
606900,01/09/2022,19.4
606900,02/09/2022,18.2
606900,03/09/2022,14.5
606900,04/09/2022,18
606900,05/09/2022,14.2
606900,06/09/2022,14
606900,07/09/2022,10.7
606900,08/09/2022,9.7
606900,09/09/2022,6.3
606900,10/09/2022,11
606900,11/09/2022,13
606900,12/09/2022,8.1
606900,13/09/2022,11.8
606900,14/09/2022,9.8
606900,15/09/2022,12
606900,16/09/2022,13.5
606900,17/09/2022,15.3
606900,18/09/2022,11.5
606900,19/09/2022,15.2
606900,20/09/2022,15.3
606900,21/09/2022,12.4
606900,22/09/2022,10.8
606900,23/09/2022,6.5
606900,24/09/2022,13.1
606900,25/09/2022,9.1
606900,26/09/2022,2.9
606900,27/09/2022,2.8
606900,28/09/2022,6
606900,29/09/2022,3.4
606900,30/09/2022,5.4
606900,01/10/2022,4.3
606900,02/10/2022,10.5
606900,03/10/2022,10.5
606900,04/10/2022,7.9
606900,05/10/2022,2.5
606900,06/10/2022,7.9
606900,07/10/2022,5.4
606900,08/10/2022,9.9
606900,09/10/2022,9.1
606900,10/10/2022,7.1
606900,11/10/2022,7.5
606900,12/10/2022,5.3
606900,13/10/2022,4.6
606900,14/10/2022,5.1
606900,15/10/2022,7.8
606900,16/10/2022,7.1
606900,17/10/2022,1.6
606900,18/10/2022,5.1
606900,19/10/2022,8.7
606900,20/10/2022,7.9
606900,21/10/2022,1.5
606900,22/10/2022,2.2
606900,23/10/2022,5.8
606900,24/10/2022,2.9
606900,25/10/2022,3.4
606900,26/10/2022,2.9
606900,27/10/2022,4.7
606900,28/10/2022,3.5
606900,29/10/2022,4.3
606900,30/10/2022,2.2
606900,31/10/2022,3.6
606900,01/11/2022,1.5
606900,02/11/2022,3.9
606900,03/11/2022,3
606900,04/11/2022,1.8
606900,05/11/2022,4.2
606900,06/11/2022,2.5
606900,07/11/2022,3.4
606900,08/11/2022,2.6
606900,09/11/2022,3.4
606900,10/11/2022,1.2
606900,11/11/2022,0.9
606900,12/11/2022,1.2
606900,13/11/2022,3.8
606900,14/11/2022,1.6
606900,15/11/2022,0.7
606900,16/11/2022,0.8
606900,17/11/2022,1.4
606900,18/11/2022,2.6
606900,19/11/2022,0.9
606900,20/11/2022,2.6
606900,21/11/2022,3.4
606900,22/11/2022,0.9
606900,23/11/2022,0.6
606900,24/11/2022,0.8
606900,25/11/2022,0.7
606900,26/11/2022,2
606900,27/11/2022,1.3
606900,28/11/2022,0.6
606900,29/11/2022,0.9
606900,30/11/2022,1
606900,01/12/2022,1.6
606900,02/12/2022,0.9
606900,03/12/2022,0.3
606900,04/12/2022,0.7
606900,05/12/2022,0.4
606900,06/12/2022,2
606900,07/12/2022,2
606900,08/12/2022,3.6
606900,09/12/2022,0.8
606900,10/12/2022,0.6
606900,11/12/2022,2.1
606900,12/12/2022,0.9
606900,13/12/2022,2.4
606900,14/12/2022,2.3
606900,15/12/2022,2.7
606900,16/12/2022,2.8
606900,17/12/2022,1.3
606900,18/12/2022,1.4
606900,19/12/2022,0.5
606900,20/12/2022,0.6
606900,21/12/2022,1.1
606900,22/12/2022,1.2
606900,23/12/2022,2.3
606900,24/12/2022,0.9
606900,25/12/2022,0.5
606900,26/12/2022,0.6
606900,27/12/2022,1.9
606900,28/12/2022,1.1
606900,29/12/2022,1.1
606900,30/12/2022,1.1
606900,31/12/2022,0.6
606900,01/01/2023,0.8
606900,02/01/2023,0.7
606900,03/01/2023,2.3
606900,04/01/2023,0.5
606900,05/01/2023,1.4
606900,06/01/2023,1.1
606900,07/01/2023,0.5
606900,08/01/2023,0.9
606900,09/01/2023,1.1
606900,10/01/2023,2.2
606900,11/01/2023,1.4
606900,12/01/2023,1
606900,13/01/2023,0.8
606900,14/01/2023,1.3
606900,15/01/2023,1.6
606900,16/01/2023,1.9
606900,17/01/2023,0.7
606900,18/01/2023,3.4
606900,19/01/2023,1.4
606900,20/01/2023,2.6
606900,21/01/2023,3.4
606900,22/01/2023,1.2
606900,23/01/2023,2.7
606900,24/01/2023,2.1
606900,25/01/2023,0.8
606900,26/01/2023,3.9
606900,27/01/2023,4.1
606900,28/01/2023,1.9
606900,29/01/2023,1.8
606900,30/01/2023,4.4
606900,31/01/2023,1.6
606900,01/02/2023,1.8
606900,02/02/2023,5
606900,03/02/2023,1.6
606900,04/02/2023,4.1
606900,05/02/2023,4.2
606900,06/02/2023,2.7
606900,07/02/2023,2.6
606900,08/02/2023,5.2
606900,09/02/2023,3.9
606900,10/02/2023,3.1
606900,11/02/2023,4.7
606900,12/02/2023,2.9
606900,13/02/2023,4.2
606900,14/02/2023,1.1
606900,15/02/2023,1.6
606900,16/02/2023,3.9
606900,17/02/2023,1.7
606900,18/02/2023,5.7
606900,19/02/2023,7.3
606900,20/02/2023,2.1
606900,21/02/2023,3.9
606900,22/02/2023,3.2
606900,23/02/2023,2.8
606900,24/02/2023,4.4
606900,25/02/2023,9.5
606900,26/02/2023,9.7
606900,27/02/2023,10.3
606900,28/02/2023,10.2
606900,01/03/2023,7.9
606900,02/03/2023,10.8
606900,03/03/2023,9.5
606900,04/03/2023,9.9
606900,05/03/2023,12.4
606900,06/03/2023,10.1
606900,07/03/2023,6
606900,08/03/2023,13.8
606900,09/03/2023,10.8
606900,10/03/2023,8.1
606900,11/03/2023,10.7
606900,12/03/2023,7.3
606900,13/03/2023,2.2
606900,14/03/2023,126.2
606900,15/03/2023,9.3
606900,16/03/2023,4.7
606900,17/03/2023,5.7
606900,18/03/2023,5
606900,19/03/2023,4.3
606900,20/03/2023,7.6
606900,21/03/2023,3.9
606900,22/03/2023,3.4
606900,23/03/2023,7.7
606900,24/03/2023,5.7
606900,25/03/2023,7.2
606900,26/03/2023,12.4
606900,27/03/2023,13.4
606900,28/03/2023,11.1
606900,29/03/2023,2.6
606900,30/03/2023,2.6
606900,31/03/2023,4.8
606900,01/04/2023,18.6
606900,02/04/2023,19.5
606900,03/04/2023,17.6
606900,04/04/2023,14
606900,05/04/2023,14.6
606900,06/04/2023,13.8
606900,07/04/2023,19.7
606900,08/04/2023,19.4
606900,09/04/2023,16.5
606900,10/04/2023,13.1
606900,11/04/2023,12.4
606900,12/04/2023,10.3
606900,13/04/2023,14
606900,14/04/2023,10.8
606900,15/04/2023,8.7
606900,16/04/2023,10.7
606900,17/04/2023,22.3
606900,18/04/2023,21.9
606900,19/04/2023,23.2
606900,20/04/2023,22.5
606900,21/04/2023,23.4
606900,22/04/2023,20.4
606900,23/04/2023,12.7
606900,24/04/2023,6.4
606900,25/04/2023,8.6
606900,26/04/2023,19.6
606900,27/04/2023,22.5
606900,28/04/2023,21.5
606900,29/04/2023,18.5
606900,30/04/2023,19.1
606900,01/05/2023,13.9
606900,02/05/2023,24.1
606900,03/05/2023,23.7
606900,04/05/2023,12.8
606900,05/05/2023,14.9
606900,06/05/2023,16.3
606900,07/05/2023,25.7
